npy_path,label
C:\AUTSL_project\landmarks\train\13\1610.npy,109
C:\AUTSL_project\landmarks\train\13\1611.npy,2
C:\AUTSL_project\landmarks\train\13\1612.npy,134
C:\AUTSL_project\landmarks\train\13\1613.npy,220
C:\AUTSL_project\landmarks\train\13\1614.npy,219
C:\AUTSL_project\landmarks\train\13\1615.npy,75
C:\AUTSL_project\landmarks\train\13\1616.npy,164
C:\AUTSL_project\landmarks\train\13\1617.npy,112
C:\AUTSL_project\landmarks\train\13\1618.npy,197
C:\AUTSL_project\landmarks\train\13\1619.npy,7
C:\AUTSL_project\landmarks\train\13\1620.npy,49
C:\AUTSL_project\landmarks\train\13\1621.npy,130
C:\AUTSL_project\landmarks\train\13\1622.npy,221
C:\AUTSL_project\landmarks\train\13\1623.npy,178
C:\AUTSL_project\landmarks\train\13\1624.npy,10
C:\AUTSL_project\landmarks\train\13\1625.npy,5
C:\AUTSL_project\landmarks\train\13\1626.npy,115
C:\AUTSL_project\landmarks\train\13\1627.npy,136
C:\AUTSL_project\landmarks\train\13\1628.npy,42
C:\AUTSL_project\landmarks\train\13\1629.npy,105
C:\AUTSL_project\landmarks\train\13\1630.npy,96
C:\AUTSL_project\landmarks\train\13\1631.npy,171
C:\AUTSL_project\landmarks\train\13\1632.npy,211
C:\AUTSL_project\landmarks\train\13\1633.npy,52
C:\AUTSL_project\landmarks\train\13\1634.npy,134
C:\AUTSL_project\landmarks\train\13\1635.npy,96
C:\AUTSL_project\landmarks\train\13\1636.npy,170
C:\AUTSL_project\landmarks\train\13\1637.npy,57
C:\AUTSL_project\landmarks\train\13\1638.npy,88
C:\AUTSL_project\landmarks\train\13\1639.npy,23
C:\AUTSL_project\landmarks\train\13\1640.npy,16
C:\AUTSL_project\landmarks\train\13\1641.npy,154
C:\AUTSL_project\landmarks\train\13\1642.npy,198
C:\AUTSL_project\landmarks\train\13\1643.npy,18
C:\AUTSL_project\landmarks\train\13\1644.npy,180
C:\AUTSL_project\landmarks\train\13\1645.npy,41
C:\AUTSL_project\landmarks\train\13\1646.npy,206
C:\AUTSL_project\landmarks\train\13\1647.npy,167
C:\AUTSL_project\landmarks\train\13\1648.npy,137
C:\AUTSL_project\landmarks\train\13\1649.npy,83
C:\AUTSL_project\landmarks\train\13\1650.npy,177
C:\AUTSL_project\landmarks\train\13\1651.npy,0
C:\AUTSL_project\landmarks\train\13\1652.npy,107
C:\AUTSL_project\landmarks\train\13\1653.npy,91
C:\AUTSL_project\landmarks\train\13\1654.npy,13
C:\AUTSL_project\landmarks\train\13\1655.npy,80
C:\AUTSL_project\landmarks\train\13\1656.npy,39
C:\AUTSL_project\landmarks\train\13\1657.npy,28
C:\AUTSL_project\landmarks\train\13\1658.npy,99
C:\AUTSL_project\landmarks\train\13\1659.npy,39
C:\AUTSL_project\landmarks\train\13\1660.npy,166
C:\AUTSL_project\landmarks\train\13\1661.npy,87
C:\AUTSL_project\landmarks\train\13\1662.npy,206
C:\AUTSL_project\landmarks\train\13\1663.npy,171
C:\AUTSL_project\landmarks\train\13\1664.npy,53
C:\AUTSL_project\landmarks\train\13\1665.npy,23
C:\AUTSL_project\landmarks\train\13\1666.npy,96
C:\AUTSL_project\landmarks\train\13\1667.npy,75
C:\AUTSL_project\landmarks\train\13\1668.npy,142
C:\AUTSL_project\landmarks\train\13\1669.npy,55
C:\AUTSL_project\landmarks\train\13\1670.npy,108
C:\AUTSL_project\landmarks\train\13\1671.npy,46
C:\AUTSL_project\landmarks\train\13\1672.npy,200
C:\AUTSL_project\landmarks\train\13\1673.npy,64
C:\AUTSL_project\landmarks\train\13\1674.npy,224
C:\AUTSL_project\landmarks\train\13\1675.npy,97
C:\AUTSL_project\landmarks\train\13\1676.npy,12
C:\AUTSL_project\landmarks\train\13\1677.npy,191
C:\AUTSL_project\landmarks\train\13\1678.npy,130
C:\AUTSL_project\landmarks\train\13\1679.npy,161
C:\AUTSL_project\landmarks\train\13\1680.npy,204
C:\AUTSL_project\landmarks\train\13\1681.npy,163
C:\AUTSL_project\landmarks\train\13\1682.npy,201
C:\AUTSL_project\landmarks\train\13\1683.npy,77
C:\AUTSL_project\landmarks\train\13\1684.npy,125
C:\AUTSL_project\landmarks\train\13\1685.npy,103
C:\AUTSL_project\landmarks\train\13\1686.npy,4
C:\AUTSL_project\landmarks\train\13\1687.npy,164
C:\AUTSL_project\landmarks\train\13\1688.npy,127
C:\AUTSL_project\landmarks\train\13\1689.npy,149
C:\AUTSL_project\landmarks\train\13\1690.npy,58
C:\AUTSL_project\landmarks\train\13\1691.npy,145
C:\AUTSL_project\landmarks\train\13\1692.npy,200
C:\AUTSL_project\landmarks\train\13\1693.npy,76
C:\AUTSL_project\landmarks\train\13\1694.npy,115
C:\AUTSL_project\landmarks\train\13\1695.npy,150
C:\AUTSL_project\landmarks\train\13\1696.npy,179
C:\AUTSL_project\landmarks\train\13\1697.npy,46
C:\AUTSL_project\landmarks\train\13\1698.npy,159
C:\AUTSL_project\landmarks\train\13\1699.npy,110
C:\AUTSL_project\landmarks\train\13\1700.npy,195
C:\AUTSL_project\landmarks\train\13\1701.npy,8
C:\AUTSL_project\landmarks\train\13\1702.npy,106
C:\AUTSL_project\landmarks\train\13\1703.npy,50
C:\AUTSL_project\landmarks\train\13\1704.npy,152
C:\AUTSL_project\landmarks\train\13\1705.npy,100
C:\AUTSL_project\landmarks\train\13\1706.npy,65
C:\AUTSL_project\landmarks\train\13\1707.npy,65
C:\AUTSL_project\landmarks\train\13\1708.npy,142
C:\AUTSL_project\landmarks\train\13\1709.npy,136
C:\AUTSL_project\landmarks\train\13\1710.npy,108
C:\AUTSL_project\landmarks\train\13\1711.npy,89
C:\AUTSL_project\landmarks\train\13\1712.npy,186
C:\AUTSL_project\landmarks\train\13\1713.npy,4
C:\AUTSL_project\landmarks\train\13\1714.npy,35
C:\AUTSL_project\landmarks\train\13\1715.npy,94
C:\AUTSL_project\landmarks\train\13\1716.npy,197
C:\AUTSL_project\landmarks\train\13\1717.npy,19
C:\AUTSL_project\landmarks\train\13\1718.npy,55
C:\AUTSL_project\landmarks\train\13\1719.npy,168
C:\AUTSL_project\landmarks\train\13\1720.npy,127
C:\AUTSL_project\landmarks\train\13\1721.npy,80
C:\AUTSL_project\landmarks\train\13\1722.npy,97
C:\AUTSL_project\landmarks\train\13\1723.npy,142
C:\AUTSL_project\landmarks\train\13\1724.npy,179
C:\AUTSL_project\landmarks\train\13\1725.npy,9
C:\AUTSL_project\landmarks\train\13\1726.npy,189
C:\AUTSL_project\landmarks\train\13\1727.npy,19
C:\AUTSL_project\landmarks\train\13\1728.npy,39
C:\AUTSL_project\landmarks\train\13\1729.npy,71
C:\AUTSL_project\landmarks\train\13\1730.npy,190
C:\AUTSL_project\landmarks\train\13\1731.npy,132
C:\AUTSL_project\landmarks\train\13\1732.npy,60
C:\AUTSL_project\landmarks\train\13\1733.npy,166
C:\AUTSL_project\landmarks\train\13\1734.npy,71
C:\AUTSL_project\landmarks\train\13\1735.npy,60
C:\AUTSL_project\landmarks\train\13\1736.npy,171
C:\AUTSL_project\landmarks\train\13\1737.npy,64
C:\AUTSL_project\landmarks\train\13\1738.npy,127
C:\AUTSL_project\landmarks\train\13\1739.npy,20
C:\AUTSL_project\landmarks\train\13\1740.npy,14
C:\AUTSL_project\landmarks\train\13\1741.npy,31
C:\AUTSL_project\landmarks\train\13\1742.npy,196
C:\AUTSL_project\landmarks\train\13\1743.npy,67
C:\AUTSL_project\landmarks\train\13\1744.npy,56
C:\AUTSL_project\landmarks\train\13\1745.npy,33
C:\AUTSL_project\landmarks\train\13\1746.npy,168
C:\AUTSL_project\landmarks\train\13\1747.npy,121
C:\AUTSL_project\landmarks\train\13\1748.npy,69
C:\AUTSL_project\landmarks\train\13\1749.npy,100
C:\AUTSL_project\landmarks\train\13\1750.npy,105
C:\AUTSL_project\landmarks\train\13\1751.npy,13
C:\AUTSL_project\landmarks\train\13\1752.npy,71
C:\AUTSL_project\landmarks\train\13\1753.npy,118
C:\AUTSL_project\landmarks\train\13\1754.npy,115
C:\AUTSL_project\landmarks\train\13\1755.npy,80
C:\AUTSL_project\landmarks\train\13\1756.npy,133
C:\AUTSL_project\landmarks\train\13\1757.npy,184
C:\AUTSL_project\landmarks\train\13\1758.npy,4
C:\AUTSL_project\landmarks\train\13\1759.npy,180
C:\AUTSL_project\landmarks\train\13\1760.npy,210
C:\AUTSL_project\landmarks\train\13\1761.npy,7
C:\AUTSL_project\landmarks\train\13\1762.npy,48
C:\AUTSL_project\landmarks\train\13\1763.npy,43
C:\AUTSL_project\landmarks\train\13\1764.npy,105
C:\AUTSL_project\landmarks\train\13\1765.npy,176
C:\AUTSL_project\landmarks\train\13\1766.npy,165
C:\AUTSL_project\landmarks\train\13\1767.npy,124
C:\AUTSL_project\landmarks\train\13\1768.npy,81
C:\AUTSL_project\landmarks\train\13\1769.npy,58
C:\AUTSL_project\landmarks\train\13\1770.npy,0
C:\AUTSL_project\landmarks\train\13\1771.npy,164
C:\AUTSL_project\landmarks\train\13\1772.npy,110
C:\AUTSL_project\landmarks\train\13\1773.npy,18
C:\AUTSL_project\landmarks\train\13\1774.npy,172
C:\AUTSL_project\landmarks\train\13\1775.npy,148
C:\AUTSL_project\landmarks\train\13\1776.npy,190
C:\AUTSL_project\landmarks\train\13\1777.npy,211
C:\AUTSL_project\landmarks\train\13\1778.npy,62
C:\AUTSL_project\landmarks\train\13\1779.npy,207
C:\AUTSL_project\landmarks\train\13\1780.npy,166
C:\AUTSL_project\landmarks\train\13\1781.npy,2
C:\AUTSL_project\landmarks\train\13\1782.npy,98
C:\AUTSL_project\landmarks\train\13\1783.npy,179
C:\AUTSL_project\landmarks\train\13\1784.npy,90
C:\AUTSL_project\landmarks\train\13\1785.npy,21
C:\AUTSL_project\landmarks\train\13\1786.npy,49
C:\AUTSL_project\landmarks\train\13\1787.npy,147
C:\AUTSL_project\landmarks\train\13\1788.npy,51
C:\AUTSL_project\landmarks\train\13\1789.npy,166
C:\AUTSL_project\landmarks\train\13\1790.npy,83
C:\AUTSL_project\landmarks\train\13\1791.npy,189
C:\AUTSL_project\landmarks\train\13\1792.npy,140
C:\AUTSL_project\landmarks\train\13\1793.npy,168
C:\AUTSL_project\landmarks\train\13\1794.npy,87
C:\AUTSL_project\landmarks\train\13\1795.npy,6
C:\AUTSL_project\landmarks\train\13\1796.npy,222
C:\AUTSL_project\landmarks\train\13\1797.npy,1
C:\AUTSL_project\landmarks\train\13\1798.npy,122
C:\AUTSL_project\landmarks\train\13\1799.npy,20
C:\AUTSL_project\landmarks\train\13\1800.npy,118
C:\AUTSL_project\landmarks\train\13\1801.npy,7
C:\AUTSL_project\landmarks\train\13\1802.npy,104
C:\AUTSL_project\landmarks\train\13\1803.npy,172
C:\AUTSL_project\landmarks\train\13\1804.npy,180
C:\AUTSL_project\landmarks\train\13\1805.npy,19
C:\AUTSL_project\landmarks\train\13\1806.npy,77
C:\AUTSL_project\landmarks\train\13\1807.npy,160
C:\AUTSL_project\landmarks\train\13\1808.npy,11
C:\AUTSL_project\landmarks\train\13\1809.npy,119
C:\AUTSL_project\landmarks\train\13\1810.npy,76
C:\AUTSL_project\landmarks\train\13\1811.npy,150
C:\AUTSL_project\landmarks\train\13\1812.npy,136
C:\AUTSL_project\landmarks\train\13\1813.npy,216
C:\AUTSL_project\landmarks\train\13\1814.npy,85
C:\AUTSL_project\landmarks\train\13\1815.npy,199
C:\AUTSL_project\landmarks\train\13\1816.npy,121
C:\AUTSL_project\landmarks\train\13\1817.npy,140
C:\AUTSL_project\landmarks\train\13\1818.npy,202
C:\AUTSL_project\landmarks\train\13\1819.npy,95
C:\AUTSL_project\landmarks\train\13\1820.npy,11
C:\AUTSL_project\landmarks\train\13\1821.npy,16
C:\AUTSL_project\landmarks\train\13\1822.npy,210
C:\AUTSL_project\landmarks\train\13\1823.npy,123
C:\AUTSL_project\landmarks\train\13\1824.npy,147
C:\AUTSL_project\landmarks\train\13\1825.npy,117
C:\AUTSL_project\landmarks\train\13\1826.npy,41
C:\AUTSL_project\landmarks\train\13\1827.npy,99
C:\AUTSL_project\landmarks\train\13\1828.npy,86
C:\AUTSL_project\landmarks\train\13\1829.npy,193
C:\AUTSL_project\landmarks\train\13\1830.npy,195
C:\AUTSL_project\landmarks\train\13\1831.npy,64
C:\AUTSL_project\landmarks\train\13\1832.npy,132
C:\AUTSL_project\landmarks\train\13\1833.npy,42
C:\AUTSL_project\landmarks\train\13\1834.npy,125
C:\AUTSL_project\landmarks\train\13\1835.npy,212
C:\AUTSL_project\landmarks\train\13\1836.npy,58
C:\AUTSL_project\landmarks\train\13\1837.npy,129
C:\AUTSL_project\landmarks\train\13\1838.npy,91
C:\AUTSL_project\landmarks\train\13\1839.npy,1
C:\AUTSL_project\landmarks\train\13\1840.npy,4
C:\AUTSL_project\landmarks\train\13\1841.npy,61
C:\AUTSL_project\landmarks\train\13\1842.npy,27
C:\AUTSL_project\landmarks\train\13\1843.npy,115
C:\AUTSL_project\landmarks\train\13\1844.npy,72
C:\AUTSL_project\landmarks\train\13\1845.npy,183
C:\AUTSL_project\landmarks\train\13\1846.npy,55
C:\AUTSL_project\landmarks\train\13\1847.npy,223
C:\AUTSL_project\landmarks\train\13\1848.npy,112
C:\AUTSL_project\landmarks\train\13\1849.npy,131
C:\AUTSL_project\landmarks\train\13\1850.npy,3
C:\AUTSL_project\landmarks\train\13\1851.npy,77
C:\AUTSL_project\landmarks\train\13\1852.npy,155
C:\AUTSL_project\landmarks\train\13\1853.npy,150
C:\AUTSL_project\landmarks\train\13\1854.npy,68
C:\AUTSL_project\landmarks\train\13\1855.npy,82
C:\AUTSL_project\landmarks\train\13\1856.npy,76
C:\AUTSL_project\landmarks\train\13\1857.npy,33
C:\AUTSL_project\landmarks\train\13\1858.npy,87
C:\AUTSL_project\landmarks\train\13\1859.npy,221
C:\AUTSL_project\landmarks\train\13\1860.npy,209
C:\AUTSL_project\landmarks\train\13\1861.npy,146
C:\AUTSL_project\landmarks\train\13\1862.npy,184
C:\AUTSL_project\landmarks\train\13\1863.npy,218
C:\AUTSL_project\landmarks\train\13\1864.npy,4
C:\AUTSL_project\landmarks\train\13\1865.npy,87
C:\AUTSL_project\landmarks\train\13\1866.npy,41
C:\AUTSL_project\landmarks\train\13\1867.npy,108
C:\AUTSL_project\landmarks\train\13\1868.npy,167
C:\AUTSL_project\landmarks\train\13\1869.npy,56
C:\AUTSL_project\landmarks\train\13\1870.npy,137
C:\AUTSL_project\landmarks\train\13\1871.npy,77
C:\AUTSL_project\landmarks\train\13\1872.npy,87
C:\AUTSL_project\landmarks\train\13\1873.npy,79
C:\AUTSL_project\landmarks\train\13\1874.npy,139
C:\AUTSL_project\landmarks\train\13\1875.npy,34
C:\AUTSL_project\landmarks\train\13\1876.npy,224
C:\AUTSL_project\landmarks\train\13\1877.npy,129
C:\AUTSL_project\landmarks\train\13\1878.npy,46
C:\AUTSL_project\landmarks\train\13\1879.npy,222
C:\AUTSL_project\landmarks\train\13\1880.npy,14
C:\AUTSL_project\landmarks\train\13\1881.npy,96
C:\AUTSL_project\landmarks\train\13\1882.npy,200
C:\AUTSL_project\landmarks\train\13\1883.npy,134
C:\AUTSL_project\landmarks\train\13\1884.npy,176
C:\AUTSL_project\landmarks\train\13\1885.npy,41
C:\AUTSL_project\landmarks\train\13\1886.npy,81
C:\AUTSL_project\landmarks\train\13\1887.npy,48
C:\AUTSL_project\landmarks\train\13\1888.npy,134
C:\AUTSL_project\landmarks\train\13\1889.npy,205
C:\AUTSL_project\landmarks\train\13\1890.npy,43
C:\AUTSL_project\landmarks\train\13\1891.npy,145
C:\AUTSL_project\landmarks\train\13\1892.npy,159
C:\AUTSL_project\landmarks\train\13\1893.npy,120
C:\AUTSL_project\landmarks\train\13\1894.npy,138
C:\AUTSL_project\landmarks\train\13\1895.npy,80
C:\AUTSL_project\landmarks\train\13\1896.npy,12
C:\AUTSL_project\landmarks\train\13\1897.npy,38
C:\AUTSL_project\landmarks\train\13\1898.npy,105
C:\AUTSL_project\landmarks\train\13\1899.npy,45
C:\AUTSL_project\landmarks\train\13\1900.npy,127
C:\AUTSL_project\landmarks\train\13\1901.npy,143
C:\AUTSL_project\landmarks\train\13\1902.npy,134
C:\AUTSL_project\landmarks\train\13\1903.npy,42
C:\AUTSL_project\landmarks\train\13\1904.npy,168
C:\AUTSL_project\landmarks\train\13\1905.npy,140
C:\AUTSL_project\landmarks\train\13\1906.npy,21
C:\AUTSL_project\landmarks\train\13\1907.npy,121
C:\AUTSL_project\landmarks\train\13\1908.npy,66
C:\AUTSL_project\landmarks\train\13\1909.npy,221
C:\AUTSL_project\landmarks\train\13\1910.npy,164
C:\AUTSL_project\landmarks\train\13\1911.npy,56
C:\AUTSL_project\landmarks\train\13\1912.npy,77
C:\AUTSL_project\landmarks\train\13\1913.npy,154
C:\AUTSL_project\landmarks\train\13\1914.npy,152
C:\AUTSL_project\landmarks\train\13\1915.npy,6
C:\AUTSL_project\landmarks\train\13\1916.npy,52
C:\AUTSL_project\landmarks\train\13\1917.npy,149
C:\AUTSL_project\landmarks\train\13\1918.npy,184
C:\AUTSL_project\landmarks\train\13\1919.npy,95
C:\AUTSL_project\landmarks\train\13\1920.npy,29
C:\AUTSL_project\landmarks\train\13\1921.npy,60
C:\AUTSL_project\landmarks\train\13\1922.npy,45
C:\AUTSL_project\landmarks\train\13\1923.npy,202
C:\AUTSL_project\landmarks\train\13\1924.npy,108
C:\AUTSL_project\landmarks\train\13\1925.npy,83
C:\AUTSL_project\landmarks\train\13\1926.npy,138
C:\AUTSL_project\landmarks\train\13\1927.npy,172
C:\AUTSL_project\landmarks\train\13\1928.npy,78
C:\AUTSL_project\landmarks\train\13\1929.npy,148
C:\AUTSL_project\landmarks\train\13\1930.npy,34
C:\AUTSL_project\landmarks\train\13\1931.npy,119
C:\AUTSL_project\landmarks\train\13\1932.npy,20
C:\AUTSL_project\landmarks\train\13\1933.npy,160
C:\AUTSL_project\landmarks\train\13\1934.npy,221
C:\AUTSL_project\landmarks\train\13\1935.npy,114
C:\AUTSL_project\landmarks\train\13\1936.npy,222
C:\AUTSL_project\landmarks\train\13\1937.npy,133
C:\AUTSL_project\landmarks\train\13\1938.npy,199
C:\AUTSL_project\landmarks\train\13\1939.npy,59
C:\AUTSL_project\landmarks\train\13\1940.npy,8
C:\AUTSL_project\landmarks\train\13\1941.npy,35
C:\AUTSL_project\landmarks\train\13\1942.npy,196
C:\AUTSL_project\landmarks\train\13\1943.npy,21
C:\AUTSL_project\landmarks\train\13\1944.npy,177
C:\AUTSL_project\landmarks\train\13\1945.npy,105
C:\AUTSL_project\landmarks\train\13\1946.npy,106
C:\AUTSL_project\landmarks\train\13\1947.npy,205
C:\AUTSL_project\landmarks\train\13\1948.npy,202
C:\AUTSL_project\landmarks\train\13\1949.npy,128
C:\AUTSL_project\landmarks\train\13\1950.npy,15
C:\AUTSL_project\landmarks\train\13\1951.npy,39
C:\AUTSL_project\landmarks\train\13\1952.npy,147
C:\AUTSL_project\landmarks\train\13\1953.npy,212
C:\AUTSL_project\landmarks\train\13\1954.npy,69
C:\AUTSL_project\landmarks\train\13\1955.npy,30
C:\AUTSL_project\landmarks\train\13\1956.npy,133
C:\AUTSL_project\landmarks\train\13\1957.npy,175
C:\AUTSL_project\landmarks\train\13\1958.npy,78
C:\AUTSL_project\landmarks\train\13\1959.npy,224
C:\AUTSL_project\landmarks\train\13\1960.npy,199
C:\AUTSL_project\landmarks\train\13\1961.npy,173
C:\AUTSL_project\landmarks\train\13\1962.npy,45
C:\AUTSL_project\landmarks\train\13\1963.npy,85
C:\AUTSL_project\landmarks\train\13\1964.npy,51
C:\AUTSL_project\landmarks\train\13\1965.npy,183
C:\AUTSL_project\landmarks\train\13\1966.npy,84
C:\AUTSL_project\landmarks\train\13\1967.npy,68
C:\AUTSL_project\landmarks\train\13\1968.npy,5
C:\AUTSL_project\landmarks\train\13\1969.npy,77
C:\AUTSL_project\landmarks\train\13\1970.npy,27
C:\AUTSL_project\landmarks\train\13\1971.npy,85
C:\AUTSL_project\landmarks\train\13\1972.npy,145
C:\AUTSL_project\landmarks\train\13\1973.npy,122
C:\AUTSL_project\landmarks\train\13\1974.npy,18
C:\AUTSL_project\landmarks\train\13\1975.npy,165
C:\AUTSL_project\landmarks\train\13\1976.npy,23
C:\AUTSL_project\landmarks\train\13\1977.npy,6
C:\AUTSL_project\landmarks\train\13\1978.npy,69
C:\AUTSL_project\landmarks\train\13\1979.npy,83
C:\AUTSL_project\landmarks\train\13\1980.npy,107
C:\AUTSL_project\landmarks\train\13\1981.npy,111
C:\AUTSL_project\landmarks\train\13\1982.npy,112
C:\AUTSL_project\landmarks\train\13\1983.npy,197
C:\AUTSL_project\landmarks\train\13\1984.npy,197
C:\AUTSL_project\landmarks\train\13\1985.npy,187
C:\AUTSL_project\landmarks\train\13\1986.npy,109
C:\AUTSL_project\landmarks\train\13\1987.npy,120
C:\AUTSL_project\landmarks\train\13\1988.npy,132
C:\AUTSL_project\landmarks\train\13\1989.npy,194
C:\AUTSL_project\landmarks\train\13\1990.npy,157
C:\AUTSL_project\landmarks\train\13\1991.npy,137
C:\AUTSL_project\landmarks\train\13\1992.npy,190
C:\AUTSL_project\landmarks\train\13\1993.npy,72
C:\AUTSL_project\landmarks\train\13\1994.npy,93
C:\AUTSL_project\landmarks\train\13\1995.npy,75
C:\AUTSL_project\landmarks\train\13\1996.npy,159
C:\AUTSL_project\landmarks\train\13\1997.npy,181
C:\AUTSL_project\landmarks\train\13\1998.npy,107
C:\AUTSL_project\landmarks\train\13\1999.npy,59
C:\AUTSL_project\landmarks\train\13\2000.npy,214
C:\AUTSL_project\landmarks\train\13\2001.npy,163
C:\AUTSL_project\landmarks\train\13\2002.npy,126
C:\AUTSL_project\landmarks\train\13\2003.npy,90
C:\AUTSL_project\landmarks\train\13\2004.npy,135
C:\AUTSL_project\landmarks\train\13\2005.npy,181
C:\AUTSL_project\landmarks\train\13\2006.npy,218
C:\AUTSL_project\landmarks\train\13\2007.npy,76
C:\AUTSL_project\landmarks\train\13\2008.npy,5
C:\AUTSL_project\landmarks\train\13\2009.npy,149
C:\AUTSL_project\landmarks\train\13\2010.npy,57
C:\AUTSL_project\landmarks\train\13\2011.npy,184
C:\AUTSL_project\landmarks\train\13\2012.npy,98
C:\AUTSL_project\landmarks\train\13\2013.npy,206
C:\AUTSL_project\landmarks\train\13\2014.npy,208
C:\AUTSL_project\landmarks\train\13\2015.npy,81
C:\AUTSL_project\landmarks\train\13\2016.npy,67
C:\AUTSL_project\landmarks\train\13\2017.npy,179
C:\AUTSL_project\landmarks\train\13\2018.npy,111
C:\AUTSL_project\landmarks\train\13\2019.npy,117
C:\AUTSL_project\landmarks\train\13\2020.npy,67
C:\AUTSL_project\landmarks\train\13\2021.npy,12
C:\AUTSL_project\landmarks\train\13\2022.npy,179
C:\AUTSL_project\landmarks\train\15\1.npy,164
C:\AUTSL_project\landmarks\train\15\2.npy,77
C:\AUTSL_project\landmarks\train\15\3.npy,165
C:\AUTSL_project\landmarks\train\15\4.npy,93
C:\AUTSL_project\landmarks\train\15\5.npy,86
C:\AUTSL_project\landmarks\train\15\6.npy,105
C:\AUTSL_project\landmarks\train\15\7.npy,181
C:\AUTSL_project\landmarks\train\15\8.npy,179
C:\AUTSL_project\landmarks\train\15\9.npy,158
C:\AUTSL_project\landmarks\train\15\10.npy,170
C:\AUTSL_project\landmarks\train\15\11.npy,32
C:\AUTSL_project\landmarks\train\15\12.npy,120
C:\AUTSL_project\landmarks\train\15\13.npy,76
C:\AUTSL_project\landmarks\train\15\14.npy,104
C:\AUTSL_project\landmarks\train\15\15.npy,9
C:\AUTSL_project\landmarks\train\15\16.npy,213
C:\AUTSL_project\landmarks\train\15\17.npy,169
C:\AUTSL_project\landmarks\train\15\18.npy,224
C:\AUTSL_project\landmarks\train\15\19.npy,148
C:\AUTSL_project\landmarks\train\15\20.npy,124
C:\AUTSL_project\landmarks\train\15\21.npy,34
C:\AUTSL_project\landmarks\train\15\22.npy,88
C:\AUTSL_project\landmarks\train\15\23.npy,175
C:\AUTSL_project\landmarks\train\15\24.npy,195
C:\AUTSL_project\landmarks\train\15\25.npy,216
C:\AUTSL_project\landmarks\train\15\26.npy,74
C:\AUTSL_project\landmarks\train\15\27.npy,191
C:\AUTSL_project\landmarks\train\15\28.npy,66
C:\AUTSL_project\landmarks\train\15\29.npy,1
C:\AUTSL_project\landmarks\train\15\30.npy,150
C:\AUTSL_project\landmarks\train\15\31.npy,143
C:\AUTSL_project\landmarks\train\15\32.npy,113
C:\AUTSL_project\landmarks\train\15\33.npy,43
C:\AUTSL_project\landmarks\train\15\34.npy,151
C:\AUTSL_project\landmarks\train\15\35.npy,114
C:\AUTSL_project\landmarks\train\15\36.npy,134
C:\AUTSL_project\landmarks\train\15\37.npy,190
C:\AUTSL_project\landmarks\train\15\38.npy,221
C:\AUTSL_project\landmarks\train\15\39.npy,89
C:\AUTSL_project\landmarks\train\15\40.npy,80
C:\AUTSL_project\landmarks\train\15\41.npy,37
C:\AUTSL_project\landmarks\train\15\42.npy,15
C:\AUTSL_project\landmarks\train\15\43.npy,40
C:\AUTSL_project\landmarks\train\15\44.npy,91
C:\AUTSL_project\landmarks\train\15\45.npy,112
C:\AUTSL_project\landmarks\train\15\46.npy,215
C:\AUTSL_project\landmarks\train\15\47.npy,77
C:\AUTSL_project\landmarks\train\15\48.npy,130
C:\AUTSL_project\landmarks\train\15\49.npy,65
C:\AUTSL_project\landmarks\train\15\50.npy,135
C:\AUTSL_project\landmarks\train\15\51.npy,182
C:\AUTSL_project\landmarks\train\15\52.npy,210
C:\AUTSL_project\landmarks\train\15\53.npy,12
C:\AUTSL_project\landmarks\train\15\54.npy,96
C:\AUTSL_project\landmarks\train\15\55.npy,67
C:\AUTSL_project\landmarks\train\15\56.npy,171
C:\AUTSL_project\landmarks\train\15\57.npy,42
C:\AUTSL_project\landmarks\train\15\58.npy,65
C:\AUTSL_project\landmarks\train\15\59.npy,129
C:\AUTSL_project\landmarks\train\15\60.npy,112
C:\AUTSL_project\landmarks\train\15\61.npy,136
C:\AUTSL_project\landmarks\train\15\62.npy,137
C:\AUTSL_project\landmarks\train\15\63.npy,139
C:\AUTSL_project\landmarks\train\15\64.npy,114
C:\AUTSL_project\landmarks\train\15\65.npy,156
C:\AUTSL_project\landmarks\train\15\66.npy,172
C:\AUTSL_project\landmarks\train\15\67.npy,111
C:\AUTSL_project\landmarks\train\15\68.npy,149
C:\AUTSL_project\landmarks\train\15\69.npy,151
C:\AUTSL_project\landmarks\train\15\70.npy,200
C:\AUTSL_project\landmarks\train\15\71.npy,125
C:\AUTSL_project\landmarks\train\15\72.npy,157
C:\AUTSL_project\landmarks\train\15\73.npy,103
C:\AUTSL_project\landmarks\train\15\74.npy,168
C:\AUTSL_project\landmarks\train\15\75.npy,126
C:\AUTSL_project\landmarks\train\15\76.npy,88
C:\AUTSL_project\landmarks\train\15\77.npy,41
C:\AUTSL_project\landmarks\train\15\78.npy,203
C:\AUTSL_project\landmarks\train\15\79.npy,84
C:\AUTSL_project\landmarks\train\15\80.npy,223
C:\AUTSL_project\landmarks\train\15\81.npy,220
C:\AUTSL_project\landmarks\train\15\82.npy,52
C:\AUTSL_project\landmarks\train\15\83.npy,82
C:\AUTSL_project\landmarks\train\15\84.npy,157
C:\AUTSL_project\landmarks\train\15\85.npy,133
C:\AUTSL_project\landmarks\train\15\86.npy,68
C:\AUTSL_project\landmarks\train\15\87.npy,106
C:\AUTSL_project\landmarks\train\15\88.npy,21
C:\AUTSL_project\landmarks\train\15\89.npy,27
